Date,Ret,Vol5,Vol10,Vol20,Vol100,Mom10,Mom20,Mom50,Mom100,VIX,VIXchg,CreditSpread,TermSpread,VIX_Regime,RSI14,Crash
2022-12-16,-0.011806302798924362,0.01547823305355478,0.012468384394554074,0.012931801358330717,0.015300306911490652,-0.05377133039972348,-0.023361434288495575,0.03169853562589764,-0.035977504541918504,22.6200008392334,-0.009198383056260973,1.1600000000000001,-0.69,0,40.829316640242,0
2022-12-19,-0.008479739148303356,0.011490700573223109,0.011746800318789942,0.012960499644796777,0.015267139519532328,-0.044608206867599254,-0.03601991761156498,0.05230298458004712,-0.05599226777851063,22.420000076293945,-0.10319999694824222,1.1600000000000001,-0.6800000000000002,0,39.124418805606055,0
2022-12-20,0.0013684081295104455,0.0094464898225684,0.01131770197950433,0.012970536292004176,0.01519266173878549,-0.029308485925501282,-0.03117806332693518,0.06185068303907548,-0.06828360340115347,21.479999542236328,-0.04745009893684127,1.1600000000000001,-0.56,0,24.5957914685966,0
2022-12-21,0.014952535320623017,0.014777471204013347,0.012661247445932144,0.013065278820820989,0.015269872579266057,-0.013115430825775265,-0.029748500597033378,0.08459659431228284,-0.05154353642692011,20.06999969482422,-0.05061493499134928,1.1600000000000001,-0.5299999999999998,0,32.51012710393378,0
2022-12-22,-0.014266231224669634,0.011977006009407638,0.012827783112494275,0.013233232785105666,0.015320414806560729,-0.03475595999669312,-0.04957946527516255,0.07266156805550206,-0.05886558370631012,21.969999313354492,-0.03766975966822328,1.1600000000000001,-0.5700000000000003,0,29.78634413603224,0
2022-12-23,0.0057524337570522555,0.011552945517467958,0.013047739750308653,0.013353226756453146,0.015246779819998843,-0.021896921494290456,-0.04389841349410806,0.051092670506751814,-0.06804562091701116,20.8700008392334,-0.0773651607017053,1.1600000000000001,-0.5599999999999996,0,36.517904130420185,0
2022-12-27,-0.0039435756327799165,0.010893037391039967,0.011679917246805201,0.012964351091633951,0.015250467465685636,-0.039600490528052146,-0.03222606447503673,0.07136257530113799,-0.07109332992190354,21.649999618530273,-0.034344355715584585,1.1600000000000001,-0.4800000000000004,0,39.55039670633675,0
2022-12-28,-0.01242803139244486,0.012353840850764315,0.011185976820893125,0.013190572877166119,0.015295796386484472,-0.05866206120388029,-0.042609174898155966,0.031540028059594105,-0.08108450908248555,22.139999389648438,0.030726250534332866,1.1600000000000001,-0.4299999999999997,0,36.61793223049932,0
2022-12-29,0.018000458081940618,0.013427207400382645,0.013503325928509984,0.011634675595394703,0.01540993508153523,-0.03555132598333122,-0.05513943851229286,0.03791322479996473,-0.06345656329762195,21.440000534057617,0.06826112905157156,1.1600000000000001,-0.5099999999999998,0,40.63187915506494,0
2022-12-30,-0.0026339509568951147,0.011505922390725848,0.011334027380852216,0.011624968745538105,0.015407506497436548,-0.013971955493472854,-0.05693420770454982,0.04256771095352363,-0.062199413237765344,21.670000076293945,-0.013654949769533742,1.1600000000000001,-0.5300000000000002,0,42.01924968946731,0
2023-01-03,-0.004210098491509329,0.011327479996907405,0.010797082625842865,0.011621412944875271,0.015257214698462905,-0.006392398469250549,-0.05982000109883734,0.04695741763665673,-0.08535854954711253,22.899999618530273,0.09726874449763767,1.1600000000000001,-0.6100000000000003,0,34.52285127206346,0
2023-01-04,0.0077203947232089565,0.011773086310686241,0.010696435679777875,0.011295235430197156,0.015280701223859449,0.009841839797069651,-0.03520539389615507,0.0300095271702272,-0.07829715651940794,22.010000228881836,0.016628204004375036,1.1600000000000001,-0.6700000000000004,0,34.44062915309533,0
2023-01-05,-0.011413481129429304,0.011482714493440505,0.011392703372170734,0.011136656301177847,0.01521311891953491,-0.003048207922171864,-0.0322673554886882,0.005944333352054132,-0.10398561848120291,22.459999084472656,0.014453464482651945,1.1600000000000001,-0.7400000000000002,0,33.287996331067376,0
2023-01-06,0.02293200010350671,0.013319954672624751,0.012771563352152335,0.01241167339438732,0.015392116030896234,0.004789736649891241,-0.008388513635589345,0.012839032292665697,-0.08719977672514023,21.1299991607666,-0.014459018916467614,1.1600000000000001,-0.6900000000000004,0,50.216153114744984,0
2023-01-09,-0.0005667739969166252,0.013152611050734857,0.011694952681234064,0.012261456903311391,0.015389623851409701,0.01875402848623775,-0.01665374577430001,0.019949369324604227,-0.08950045946711593,21.969999313354492,0.013843988740393831,1.1600000000000001,-0.6600000000000006,0,54.678863338172,0
2023-01-10,0.007012678423858887,0.012582781786496093,0.011747500463862462,0.012272468839883867,0.015396172073948828,0.02003056462783226,-0.0023049645676002095,0.03261627463015904,-0.07656094265364444,20.579999923706055,-0.10131003202929822,1.1600000000000001,-0.6300000000000003,0,60.88200986423486,0
2023-01-11,0.012647999650862163,0.013021049092007056,0.011976835634439988,0.012168679900908471,0.015449814208603982,0.03702148350613799,-0.004045075928833408,0.021377553711255493,-0.06759120943690267,21.09000015258789,-0.04179918522157522,1.1600000000000001,-0.6600000000000001,0,64.1480030456863,0
2023-01-12,0.0036406695760951013,0.009103772550015295,0.010566585014764663,0.012069099828750256,0.015400581127723564,0.05389477339903248,-0.007928866300551118,0.03255429417429734,-0.05145005222304533,18.829999923706055,-0.16162062817162537,1.1600000000000001,-0.69,0,61.018550674705146,0
2023-01-13,0.0038794620154896098,0.004901890150183542,0.00958017259001074,0.012015892450134137,0.015267409729036683,0.03927587629395557,0.002328240829217121,0.041115869514319225,-0.02752062550552714,18.350000381469727,-0.13156644059213563,1.1600000000000001,-0.7299999999999995,0,69.87911274850183,0
2023-01-17,-0.0018317140808702392,0.005298445560037807,0.009522555717396118,0.010548813240324025,0.015266646170970778,0.04011182357041054,0.025579427463249926,0.06596043742461744,-0.02694791042073441,19.360000610351562,-0.11879830607989317,1.1600000000000001,-0.6499999999999999,0,67.17513784367006,0
2023-01-18,-0.01578796546369654,0.010483233093919329,0.011187430642831576,0.010842976674328332,0.01534234869564942,0.028018633720568786,0.021447128980012442,0.06004614496226046,-0.045366334271122355,20.34000015258789,-0.01166179650184107,1.1600000000000001,-0.6899999999999995,0,60.503858695034324,0
2023-01-19,-0.0072800963637736915,0.008269055662518275,0.011460191277522862,0.010790282984352839,0.015287677583018478,0.01271599180409444,0.02268298035536076,0.037397563170887604,-0.06550903642143613,20.520000457763672,-0.027027012361319325,1.1600000000000001,-0.6999999999999997,0,62.98218780246371,0
2023-01-20,0.01862915840161561,0.012908980172618373,0.011685871379155171,0.011474937477770371,0.015032063325459788,0.04349191369695449,0.04031113337890124,0.04671098639735982,-0.014750489845982373,19.850000381469727,0.054168903977505733,1.1600000000000001,-0.6599999999999997,0,63.34758619185099,0
2023-01-23,0.011998731864037104,0.014054071325617827,0.01016422901041517,0.01131793609304646,0.015065010318172126,0.03233889766361897,0.03728352911686672,0.053585531990206325,0.0037080758599183916,19.809999465942383,0.07956398115103025,1.1600000000000001,-0.69,0,68.07700840544177,0
2023-01-24,-0.0010733768887607464,0.014017953602888782,0.010186516841528137,0.01069383591082999,0.015023619281538877,0.031815615209811465,0.05116631465000121,0.0745935765601744,0.013759775493686233,19.200000762939453,-0.00826445466776271,1.1600000000000001,-0.6600000000000001,0,69.7111320424402,0
2023-01-25,0.00037489850606919894,0.010520329133408864,0.010125361323281498,0.010676728630188185,0.01500264364158818,0.025014345358650214,0.045545961447811756,0.01899836016708467,0.021915564271935972,19.079999923706055,-0.06194691344294434,1.1600000000000001,-0.6500000000000004,0,67.88867670037529,0
2023-01-26,0.010990273401461526,0.008339810798458606,0.0099532244133933,0.01074033835760281,0.015038008259670338,0.02333637513908804,0.06122180587253068,0.020322192039645914,0.029914846055821842,18.729999542236328,-0.0872320114812718,1.1600000000000001,-0.6799999999999997,0,77.34424363956975,0
2023-01-27,0.0022976486399917118,0.006132125993160245,0.009942989620658184,0.010111181913249449,0.014998327871249228,0.02196699841079308,0.07704567821143216,0.03144073611852383,0.043282204114176936,18.510000228881836,-0.06750630361895615,1.1600000000000001,-0.6700000000000004,0,72.7861247457777,0
