Date,Ret,Vol5,Vol10,Vol100,Mom10,Mom20,Mom50,Mom100,VIX,VIXchg,CreditSpread,TermSpread,VIX_Regime,RSI14,Mom20_div_Vol20,Mom20_mul_Vol5,VolRatio,VIX_per_Ret,Mom10_lag1,VIXchg_lag1,VolRatio_lag1,Crash,Reg_0,Reg_1,Reg_2
2010-07-07,0.0314957638239548,0.0166225862840796,0.0161399347674536,0.0133643409962665,-0.0315783196345745,-4.882658939286966e-05,-0.1214270552952893,-0.0099520244553998,26.84000015258789,-0.2135950977844467,1.29,2.37,0,31.831238257241296,-0.0033033619865225,-8.116241951403016e-07,0.8890908019757194,852.1510432819381,-0.0766535340213114,0.0224137799493198,0.9535825528720756,0,True,False,False
2010-07-08,0.0098955645536029,0.0149417115615202,0.0166537208217443,0.0134006944536643,-0.0189510283363991,0.0152745758592007,-0.0912403138723501,0.000677740356378,25.709999084472656,-0.2556456744934592,1.29,2.41,0,35.65878029460447,1.026665289978788,0.0002282283067127,0.9955926351117091,2597.8711041815804,-0.0315783196345745,-0.2135950977844467,0.8890908019757194,0,True,False,False
2010-07-09,0.0074653386640479,0.0134076391216267,0.016004772547236,0.0133285287545782,0.0050270126243014,-0.006196640234618,-0.0913586255381907,-0.0074694715490075,24.979999542236328,-0.2398052623782628,1.29,2.44,0,38.35690178080743,-0.4618215448104982,-8.308231603231036e-05,1.000610422626708,3345.6826252096816,-0.0189510283363991,-0.2556456744934592,0.9955926351117091,0,True,False,False
2010-07-12,0.000648405789702,0.0118371266757034,0.0159560490032209,0.0133201559029982,0.0014831474536949,-0.0103576996028416,-0.1019033095297446,-0.0115094161239298,24.43000030517578,-0.1889110350437306,1.29,2.43,0,39.397719585442815,-0.7748795804102815,-0.0001226054022677,1.1290511573351725,37619.00600914914,0.0050270126243014,-0.2398052623782628,1.000610422626708,0,True,False,False
2010-07-13,0.0150883709539164,0.0116109150173653,0.0165537030663974,0.0133929728242851,0.0198083463711695,0.0061337880803251,-0.0726224171300077,-0.0024754406820453,24.559999465942383,-0.1716694845893626,1.29,2.48,0,50.2859074274493,0.4443330539443421,7.121889213518298e-05,1.188734412771698,1627.635740479156,0.0014831474536949,-0.1889110350437306,1.1290511573351725,0,True,False,False
2010-07-14,-9.084091452860044e-05,0.0064002112194603,0.0119708769697336,0.0133914415522062,0.052202504426166,-0.0163240649977735,-0.0845723008207314,-0.0046298688585916,24.88999938964844,-0.0726527850914127,1.29,2.45,0,51.36357887301077,-1.2788650361765148,-0.0001044774639459,1.9939185721684896,271012.1030196991,0.0198083463711695,-0.1716694845893626,1.188734412771698,0,True,False,False
2010-07-15,0.0002735528751294,0.0066053709683588,0.0110001179494823,0.0133914544694046,0.0625849243733134,-0.0157034804716944,-0.0622717361194353,-0.0045373472963516,25.13999938964844,-0.0221703506465102,1.29,2.39,0,58.29669084678528,-1.230074686311737,-0.0001037273140099,1.9322684389299951,91567.0592697296,0.052202504426166,-0.0726527850914127,1.9939185721684896,0,True,False,False
2010-07-16,-0.0275348460669367,0.0154866627615145,0.0151202345895186,0.013619434659531,0.0379523267002193,-0.0443419403269197,-0.0826273874589534,-0.0200459128841143,26.25,0.0508406917949035,1.29,2.35,0,46.26304878719652,-3.1486689401682613,-0.0006867086760342,0.9092241651366756,953.3028306516914,0.0625849243733134,-0.0221703506465102,1.9322684389299951,0,True,False,False
2010-07-19,0.0059066840880523,0.0159116010766521,0.0147677873015891,0.0136006783187531,0.0498043406506445,-0.0397387691545966,-0.0455069456195869,-0.0232415427819635,25.96999931335449,0.0630372078977192,1.29,2.3800000000000003,0,49.271816393625926,-2.8019863789923423,-0.0006323074420651,0.8912029041979137,4395.96954174923,0.0379523267002193,0.0508406917949035,0.9092241651366756,0,True,False,False
2010-07-20,0.0110910782103252,0.0149558446840462,0.014891011670856,0.0136463515285119,0.0545343733006049,-0.0262994131598354,-0.0203479137573545,-0.0110693582392447,23.93000030517578,-0.0256514321850954,1.29,2.37,0,64.87790942573203,-1.81697688061294,-0.0003933299385,0.967668640598755,2157.3955620778297,0.0498043406506445,0.0630372078977192,0.8912029041979137,0,True,False,False
2010-07-21,-0.0129976922636325,0.0156274327347501,0.0127249837919499,0.0137077104816686,0.0090471493324124,-0.0228168640755627,-0.0738688887363218,-0.0245402324299968,25.63999938964844,0.030132584105724,1.29,2.32,0,63.033071468765925,-1.5956868938353592,-0.0003565690085587,0.9148765082398408,1972.5060698131576,0.0545343733006049,-0.0256514321850954,0.967668640598755,0,True,False,False
2010-07-22,0.0223220892031807,0.0198934048708316,0.0142127395998816,0.0138516491465054,0.0214632344345466,0.0021054557341877,-0.0504986288965868,-0.0130153909853922,24.6299991607666,-0.0202864057781891,1.29,2.36,0,70.05980740187998,0.1384362394392242,4.188468335780992e-05,0.7644283997045044,1103.3418778462435,0.0090471493324124,0.030132584105724,0.9148765082398408,0,True,False,False
2010-07-23,0.008678797072142,0.0128006321470271,0.0142676000374333,0.0138763189261572,0.0226935528413587,0.027834646242284,-0.0554679976196892,-0.0072003600991084,23.46999931335449,-0.105904788062686,1.29,2.42,0,74.01986422970764,1.882738698060738,0.0003563010674901,1.154784474825295,2703.980187357372,0.0214632344345466,-0.0202864057781891,0.7644283997045044,0,True,False,False
2010-07-26,0.010415952810568,0.0128630255149083,0.0144719147753732,0.013914973033434,0.0326762873438248,0.0342078985498899,-0.0336168091945944,0.0022476256055732,22.729999542236328,-0.1247593321826568,1.29,2.41,0,74.72964180017217,2.2944039798273064,0.0004400170718586,1.1589120680677905,2182.0200163695413,0.0226935528413587,-0.105904788062686,1.154784474825295,0,True,False,False
