Date,Open_IVV,Open_SPY,Open_VOO,High_IVV,High_SPY,High_VOO,Low_IVV,Low_SPY,Low_VOO,Close_IVV,Close_SPY,Close_VOO,Volume_IVV,Volume_SPY,Volume_VOO,Adj Close_IVV,Adj Close_SPY,Adj Close_VOO,VIX,yield10Y,SMA50_SPY,EMA20_SPY,RSI14_SPY,STD20_SPY,SMA50_VOO,EMA20_VOO,RSI14_VOO,STD20_VOO,SMA50_IVV,EMA20_IVV,RSI14_IVV,STD20_IVV,day_of_week,month,is_holiday,is_trading_day
2015-03-30,208.35000610351562,206.97999572753906,189.75,209.99000549316406,208.61000061035156,191.19000244140625,208.35000610351562,206.9600067138672,189.72000122070312,209.6199951171875,208.25,190.8800048828125,3308800.0,96180400.0,1414700.0,175.46401977539062,174.69960021972656,159.4757080078125,14.51,1.96,207.1628012084961,207.93902683903536,50.97461159879895,2.112046698429395,190.00039978027343,190.70496754541472,50.56806548034334,2.018007512443827,208.67739959716798,209.5528516254821,50.312652392432575,2.278088980083252,0,3,0,1
2015-03-31,208.63999938964844,207.25999450683594,189.97999572753906,209.49000549316406,208.10000610351562,191.77999877929688,207.75999450683594,206.36000061035156,189.1699981689453,207.8300018310547,206.42999267578125,189.1999969482422,3409700.0,126768700.0,2765200.0,173.96568298339844,173.17279052734375,158.07211303710938,15.29,1.94,207.25880096435546,207.79530929967783,46.185359477645555,2.010159938210511,190.08839965820312,190.56163701235067,46.11743858153026,1.9337411539092437,208.77399963378906,209.3887706926795,45.97211036053849,2.20059237407498,1,3,0,1
2015-04-01,207.77000427246094,206.38999938964844,189.1699981689453,207.77999877929688,206.4199981689453,189.1699981689453,205.8800048828125,204.50999450683594,187.47000122070312,207.17999267578125,205.6999969482422,188.58999633789062,6568300.0,137303600.0,3379900.0,173.4215850830078,172.5603790283203,157.56248474121094,15.11,1.87,207.33160095214845,207.59575574239824,44.38411283490293,1.97772648888533,190.15499969482423,190.37386171002117,44.58310844930305,1.9082422779847572,208.84759948730468,209.1784108815463,44.47172277627199,2.183870872285399,2,4,0,1
2015-04-02,207.0,205.6199951171875,188.47000122070312,208.35000610351562,206.97999572753906,189.69000244140625,206.75999450683594,205.39999389648438,188.27000427246094,207.75999450683594,206.44000244140625,189.14999389648438,2798200.0,86900900.0,1803500.0,173.90708923339844,173.18118286132812,158.0302734375,14.67,1.92,207.39880096435547,207.48568399944662,46.655332687632644,1.8710791397057436,190.21339965820312,190.25730287063672,46.34785079611508,1.8195160463657596,208.91279937744142,209.04332360776436,46.160244582881745,2.104936203848576,3,4,0,1
2015-04-06,206.75999450683594,205.3699951171875,188.22999572753906,209.85000610351562,208.4499969482422,191.0399932861328,206.58999633789062,205.2100067138672,188.08999633789062,209.27999877929688,207.8300018310547,190.47999572753906,2648600.0,114368200.0,1242500.0,175.179443359375,174.34719848632812,159.14149475097656,14.74,1.92,207.43340087890624,207.5184761738855,50.72579970699851,1.8736509743071572,190.2413995361328,190.27851171415125,50.3886819123499,1.8205029317144135,208.94839935302736,209.06586410029126,50.41561646625247,2.106083565835321,0,4,0,1
2015-04-07,209.22999572753906,207.86000061035156,190.47999572753906,210.14999389648438,208.75999450683594,191.3300018310547,208.64999389648438,207.24000549316406,189.97000122070312,208.66000366210938,207.27999877929688,189.97000122070312,2247200.0,81236300.0,1372300.0,174.66046142578125,173.8857879638672,158.7154083251953,14.78,1.89,207.4796008300781,207.4957640410675,49.12837355920995,1.859918412242337,190.27999969482423,190.2491297623943,48.86878863946135,1.8079840487754897,208.99379943847657,209.02721072522633,48.72398638823986,2.0971354144169476,1,4,0,1
2015-04-08,208.97000122070312,207.5500030517578,190.24000549316406,209.88999938964844,208.50999450683594,191.05999755859375,208.4600067138672,207.0800018310547,189.80999755859375,209.41000366210938,207.97999572753906,190.66000366210938,2862500.0,89351900.0,1412100.0,175.28822326660156,174.47305297851562,159.29188537597656,13.98,1.92,207.53020080566407,207.541881344541,51.233272410847796,1.7785949483016243,190.3249996948242,190.2882606099862,51.0213555902201,1.7373244012379194,209.0431994628906,209.06366719540569,50.871479027329016,2.014091858567816,2,4,0,1
2015-04-09,209.1999969482422,207.77999877929688,190.4499969482422,210.57000732421875,209.17999267578125,191.7100067138672,208.60000610351562,207.19000244140625,189.9600067138672,210.3300018310547,208.89999389648438,191.49000549316406,2190400.0,85548900.0,794800.0,176.0582733154297,175.2448272705078,159.98536682128906,13.09,1.97,207.65340057373047,207.67122539710704,53.93124529735293,1.656994322228464,190.43599975585937,190.40271250362218,53.55431961700657,1.6313293292561095,209.16659942626953,209.18427049403894,53.44705841652889,1.8936036242371665,3,4,0,1
2015-04-10,210.58999633789062,209.1999969482422,191.74000549316406,211.49000549316406,210.08999633789062,192.57000732421875,210.3699951171875,208.9600067138672,191.5399932861328,211.42999267578125,210.0399932861328,192.5399932861328,1737800.0,72722900.0,1056900.0,176.97906494140625,176.20114135742188,160.86257934570312,12.58,1.96,207.85140045166017,207.896822338919,57.09853934690899,1.7287020895252507,190.61699951171875,190.6062630543375,56.61127455430332,1.6896360814054228,209.36479919433594,209.39814879706202,56.39084114010242,1.94306724810098,4,4,0,1
2015-04-13,211.30999755859375,209.8699951171875,192.36000061035156,212.02999877929688,210.6300048828125,193.0399932861328,210.4600067138672,209.02999877929688,191.60000610351562,210.4600067138672,209.08999633789062,191.6699981689453,1428800.0,74436600.0,1227800.0,176.16709899902344,175.4042205810547,160.13572692871094,13.94,1.94,207.9934002685547,208.01045795786868,53.78030217024754,1.6803343180931836,190.74499938964843,190.7075711604906,53.470920486937864,1.6499917942120537,209.50499938964845,209.49927812247205,53.1963511623531,1.8860003242713783,0,4,0,1
2015-04-14,210.27000427246094,208.85000610351562,191.4199981689453,211.11000061035156,209.7100067138672,192.22000122070312,209.49000549316406,208.10000610351562,190.77000427246094,210.8300018310547,209.49000549316406,192.02000427246094,2816200.0,75099900.0,2647800.0,176.4768524169922,175.73980712890625,160.42819213867188,13.67,1.9,208.1942004394531,208.15136724694443,54.967014808780185,1.7083265668291343,190.92559936523438,190.83256479020207,54.5629375288252,1.669051268829725,209.70419952392578,209.62601371376562,54.26073283138356,1.9027218462141267,1,4,0,1
2015-04-15,211.47999572753906,210.0500030517578,192.5399932861328,212.4499969482422,211.0399932861328,193.4199981689453,211.35000610351562,209.9499969482422,192.4499969482422,211.91000366210938,210.42999267578125,192.89999389648438,2765900.0,99529300.0,934900.0,177.38088989257812,176.5283660888672,161.16342163085938,12.84,1.91,208.36440032958984,208.36837919254793,57.714566885451596,1.787588603856933,191.08179931640626,191.0294628003242,57.27778440483415,1.735061976123274,209.87619964599608,209.84353656598884,57.31237002858097,1.968669753553116,2,4,0,1
2015-04-16,211.4600067138672,210.02999877929688,192.5500030517578,212.3800048828125,210.97999572753906,193.3699951171875,211.2100067138672,209.7899932861328,192.3000030517578,211.80999755859375,210.3699951171875,192.8300018310547,3055800.0,68934900.0,823300.0,177.2971649169922,176.47801208496094,161.10491943359375,12.6,1.9,208.47500030517577,208.55900928060885,57.47353227088591,1.7816788415409568,191.18259948730469,191.2009427080128,56.986135572816416,1.7245425505673262,209.98839965820312,210.03081856528456,56.93357969572574,1.9636027921195647,3,4,0,1
2015-04-17,210.3699951171875,208.94000244140625,191.52999877929688,210.6199951171875,209.22999572753906,191.77000427246094,208.39999389648438,207.00999450683594,189.75,209.36000061035156,207.9499969482422,190.58999633789062,4583700.0,191113200.0,2059300.0,175.24642944335938,174.44793701171875,159.23338317871094,13.89,1.87,208.55280029296875,208.50100810609771,48.648271776209306,1.7550488572689178,191.25139953613282,191.14275733942975,48.47851194133883,1.7006724999964462,210.0661996459961,209.96693114100523,48.480063003086826,1.9431254472956478,4,4,0,1
2015-04-20,210.47999572753906,209.05999755859375,191.6699981689453,211.64999389648438,210.25,192.6999969482422,210.3800048828125,208.9600067138672,191.5500030517578,211.27999877929688,209.85000610351562,192.3300018310547,2645000.0,92189500.0,1430300.0,176.85353088378906,176.0417938232422,160.68711853027344,13.3,1.9,208.62740051269532,208.62948410585182,54.54927436148438,1.7205344427964835,191.31699951171876,191.25582824339403,54.198615453675316,1.5874398149120243,210.13939971923827,210.0919852017949,54.21715313177592,1.8366033400101858,0,4,0,1
2015-04-21,212.10000610351562,210.6699981689453,193.11000061035156,212.25999450683594,210.86000061035156,193.25999450683594,210.66000366210938,209.24000549316406,191.8000030517578,211.05999755859375,209.60000610351562,192.13999938964844,2663900.0,72559800.0,1089500.0,176.66934204101562,175.83209228515625,160.52838134765625,13.25,1.92,208.70840057373047,208.721914772296,53.67526925350002,1.6992468082117063,191.3893994140625,191.34003501922777,53.50012014636423,1.5669665687253227,210.2215997314453,210.18417685482336,53.482241853378255,1.7423033188654786,1,4,0,1
2015-04-22,211.44000244140625,210.00999450683594,192.49000549316406,212.25999450683594,210.85000610351562,193.27999877929688,210.32000732421875,208.89999389648438,191.5,212.0800018310547,210.6300048828125,193.08999633789062,2709300.0,78264600.0,1125400.0,177.52316284179688,176.69613647460938,161.32208251953125,12.71,1.99,208.82840057373048,208.90363763996424,56.74990348881722,1.7876954665540041,191.49799926757814,191.50669800195757,56.51754893472827,1.6497417553029239,210.34199981689454,210.36473161446443,56.43098871074319,1.798699196339505,2,4,0,1
2015-04-23,211.5800018310547,210.14999389648438,192.64999389648438,213.3699951171875,211.94000244140625,194.25999450683594,211.4499969482422,210.00999450683594,192.5,212.61000061035156,211.16000366210938,193.58999633789062,3736600.0,102585900.0,956400.0,177.96681213378906,177.14073181152344,161.7398223876953,12.48,1.96,208.91540069580077,209.1185296420733,58.284181860903985,1.8150691774231318,191.57659912109375,191.7051073672845,58.06011890009933,1.6788765420362117,210.4283999633789,210.57856675692986,57.9234942215287,1.8303772469292796,3,4,0,1
2015-04-24,213.07000732421875,211.66000366210938,194.02000427246094,213.38999938964844,211.97000122070312,194.2899932861328,212.52000427246094,211.11000061035156,193.52000427246094,213.0800018310547,211.64999389648438,193.97999572753906,1838500.0,61327400.0,978300.0,178.3602294921875,177.5517578125,162.06565856933594,12.29,1.93,209.00980072021486,209.35962147582674,59.70729916690775,1.7925442822020567,191.66039916992187,191.92176340159446,59.27374236556478,1.6557403929730916,210.52220001220704,210.81679866875126,59.25642076620996,1.8092758215369293,4,4,0,1
2015-04-27,213.77000427246094,212.3300018310547,194.6300048828125,213.8800048828125,212.47999572753906,194.74000549316406,211.9499969482422,210.5399932861328,193.0,212.24000549316406,210.77000427246094,193.2100067138672,2234800.0,79358100.0,898200.0,177.65711975097656,176.8135986328125,161.42239379882812,13.12,1.94,209.04680084228517,209.49394364693475,56.01163104227149,1.699875690393819,191.69359924316407,192.04445324085853,55.83821374016482,1.5673194582115602,210.56040008544923,210.95234217583817,55.851075283540155,1.7152514092211884,0,4,0,1
2015-04-28,212.16000366210938,210.74000549316406,193.1699981689453,212.9199981689453,211.5,193.85000610351562,210.75,209.3300018310547,191.94000244140625,212.82000732421875,211.44000244140625,193.80999755859375,4874300.0,86863500.0,1103800.0,178.14256286621094,177.3755645751953,161.92367553710938,12.41,2.0,209.08000091552734,209.67928257974157,58.136265649828275,1.7746062884799516,191.72199920654296,192.21260031873808,57.886530073430706,1.6353326309744474,210.59120025634766,211.13021504711253,57.6603706485192,1.7853981393882967,1,4,0,1
2015-04-29,211.75,210.3699951171875,192.80999755859375,212.7100067138672,211.2899932861328,193.66000366210938,211.02999877929688,209.60000610351562,192.13999938964844,211.99000549316406,210.57000732421875,193.02000427246094,3653300.0,125684900.0,1408900.0,177.44781494140625,176.6457977294922,161.2636260986328,13.39,2.06,209.0892010498047,209.76411350778702,54.458056557882735,1.6793467366226196,191.72839935302736,192.28949593337836,54.31438781741462,1.547205393620049,210.59780029296874,211.21209985149838,54.23503129261064,1.6889813548654626,2,4,0,1
2015-04-30,211.3000030517578,209.8800048828125,192.39999389648438,211.75999450683594,210.35000610351562,192.8000030517578,209.02000427246094,207.6199951171875,190.32000732421875,209.85000610351562,208.4600067138672,191.10000610351562,3738000.0,161304900.0,2506100.0,175.65658569335938,174.87576293945312,159.65953063964844,14.55,2.05,209.0558010864258,209.63991286074705,46.73511044748695,1.4622561369310234,191.6955993652344,192.17621118767715,46.761668804645815,1.3540747276883898,210.56240051269532,211.0823766374048,46.55577719414232,1.4824273323147021,3,4,0,1
2015-05-01,210.80999755859375,209.39999389648438,191.9600067138672,212.19000244140625,210.77000427246094,193.17999267578125,210.6999969482422,209.27999877929688,191.85000610351562,212.1199951171875,210.72000122070312,193.10000610351562,2983100.0,103399700.0,1921200.0,177.556640625,176.77166748046875,161.33045959472656,12.7,2.12,209.07060119628906,209.7427784188381,54.22327042214353,1.2950212806155412,191.70539947509766,192.26419165585224,53.945761238015145,1.190290770521801,210.57580047607422,211.18119744500314,53.99664277359974,1.304314401840111,4,5,0,1
2015-05-04,212.64999389648438,211.22999572753906,193.63999938964844,213.4199981689453,212.02000427246094,194.30999755859375,212.52999877929688,211.10000610351562,193.5,212.8000030517578,211.32000732421875,193.6999969482422,1834400.0,70927200.0,1060000.0,178.1258087158203,177.27496337890625,161.83172607421875,12.85,2.16,209.07220123291015,209.89299069554102,55.99214582956133,1.2630321375821978,191.70379943847655,192.40093501703223,55.86966784186593,1.1590550725886108,210.5770004272461,211.33536940755118,55.97409453575255,1.278709018567602,0,5,0,1
2015-05-05,212.42999267578125,211.02999877929688,193.39999389648438,212.85000610351562,211.4600067138672,193.8000030517578,210.1300048828125,208.72999572753906,191.3300018310547,210.33999633789062,208.89999389648438,191.44000244140625,2541700.0,113326200.0,1138300.0,176.0666961669922,175.2448272705078,159.9435272216797,14.31,2.19,209.0260009765625,209.79841957182134,47.94498851289293,1.132364501207968,191.6579995727539,192.30941762887738,47.77398813019226,1.0380051681874976,210.530400390625,211.2405719723454,47.94499812321299,1.1437680127954053,1,5,0,1
2015-05-06,210.94000244140625,209.55999755859375,192.08999633789062,211.3300018310547,209.92999267578125,192.38999938964844,208.14999389648438,206.75999450683594,189.52999877929688,209.47000122070312,208.0399932861328,190.6699981689453,3332900.0,135060200.0,1588100.0,175.33847045898438,174.5233612060547,159.30023193359375,15.15,2.25,208.95060089111328,209.63095040175577,45.44538659445181,1.1268924847294934,191.58539947509766,192.1532824422172,45.362186190643776,1.037094742602198,210.4536004638672,211.07194618647472,45.46136591976301,1.138366089895737,2,5,0,1
2015-05-07,209.30999755859375,207.9199981689453,190.58999633789062,210.75999450683594,209.3800048828125,191.89999389648438,208.9199981689453,207.52000427246094,190.24000549316406,210.2899932861328,208.8699951171875,191.44000244140625,5453200.0,88244900.0,1320700.0,176.02479553222656,175.21966552734375,159.9435272216797,15.13,2.18,208.8954006958008,209.55847846989212,48.2495709345923,1.1284092079714032,191.53239959716797,192.08535101356856,48.179507390322826,1.0396159531471403,210.39640045166016,210.99747448168026,48.18576416640612,1.1403667119890872,3,5,0,1
2015-05-08,212.27999877929688,210.8800048828125,193.3000030517578,213.27999877929688,211.86000061035156,194.17999267578125,212.22000122070312,210.77999877929688,193.22999572753906,213.02999877929688,211.6199951171875,193.9499969482422,5096900.0,155877300.0,1322900.0,178.31838989257812,177.526611328125,162.04063415527344,12.86,2.16,208.90020050048827,209.75481338868218,56.2699263271454,1.1875118404770222,191.53399963378905,192.26293634068034,56.121959324710076,1.0919259181415295,210.3988003540039,211.1910482243104,56.08069394582162,1.1978814933733715,4,5,0,1
2015-05-11,213.0,211.57000732421875,193.92999267578125,213.3000030517578,211.88999938964844,194.1999969482422,211.94000244140625,210.52000427246094,192.9600067138672,212.0,210.61000061035156,193.02000427246094,4542500.0,75708100.0,1090100.0,177.4562225341797,176.6793670654297,161.2636260986328,13.85,2.28,208.89920043945312,209.83625979074594,53.01988107088155,1.1716074176544231,191.53039978027343,192.33503804846896,52.88752917453777,1.0776635785498634,210.39460021972656,211.26809125056656,52.822421184753274,1.1787837714186973,0,5,0,1
2015-05-12,211.0,209.61000061035156,192.14999389648438,212.0399932861328,210.6300048828125,193.07000732421875,210.02000427246094,208.6199951171875,191.22999572753906,211.35000610351562,209.97999572753906,192.4600067138672,3802900.0,119727600.0,1852700.0,176.91212463378906,176.15090942382812,160.79576110839844,13.86,2.28,208.85900024414062,209.8499489275834,51.03958650239971,1.1627749913082188,191.49019989013672,192.34693982612595,50.98217971848008,1.0697372923654143,210.350400390625,211.27589266513314,50.81595696603386,1.1677853881892024,1,5,0,1
2015-05-13,211.9199981689453,210.47000122070312,192.9600067138672,212.63999938964844,211.22000122070312,193.61000061035156,211.13999938964844,209.74000549316406,192.25999450683594,211.42999267578125,210.02000427246094,192.52000427246094,2720800.0,94667900.0,589000.0,176.97906494140625,176.18438720703125,160.8459014892578,13.76,2.27,208.8370004272461,209.86614467471458,51.16433109023719,1.1611361623686562,191.46779998779297,192.3634221543483,51.18509089810858,1.0678473920638063,210.3270001220703,211.29056885662345,51.06230500882103,1.1654574812792737,2,5,0,1
2015-05-14,212.6999969482422,211.24000549316406,193.63999938964844,213.75,212.32000732421875,194.60000610351562,212.33999633789062,210.91000366210938,193.3300018310547,213.69000244140625,212.2100067138672,194.52999877929688,2633300.0,95934000.0,902300.0,178.8708038330078,178.0216064453125,162.52520751953125,12.74,2.23,208.87660064697266,210.08936963082436,57.5413709063039,1.250871952752198,191.50179992675783,192.5697627852958,57.52815478258892,1.1515402599569353,210.3666000366211,211.5190863408885,57.53433773910199,1.2595099429766057,3,5,0,1
2015-05-15,213.88999938964844,212.44000244140625,194.67999267578125,214.02999877929688,212.61000061035156,194.8800048828125,213.3000030517578,211.86000061035156,194.22000122070312,213.91000366210938,212.44000244140625,194.72999572753906,3021800.0,76510100.0,719000.0,179.0549774169922,178.2145233154297,162.6922607421875,12.38,2.14,208.91620056152342,210.31323942230836,58.15930299931401,1.224957146969981,191.53559997558594,192.77549925598564,58.11140588289654,1.1270589239097917,210.40620025634766,211.74679275243332,58.11504163715497,1.2358542104619643,4,5,0,1
2015-05-18,213.6999969482422,212.24000549316406,194.6300048828125,214.86000061035156,213.39999389648438,195.6199951171875,213.6199951171875,212.16000366210938,194.47999572753906,214.5399932861328,213.10000610351562,195.3300018310547,3440000.0,74549700.0,984500.0,179.58233642578125,178.76817321777344,163.19357299804688,12.73,2.23,209.02820068359375,210.5786457728995,59.960156622505316,1.3512135828408558,191.63600006103516,193.018785215516,59.890969760438814,1.242153910302259,210.51740020751953,212.0128118508809,59.80988316997686,1.362190876779919,0,5,0,1
2015-05-19,214.6999969482422,213.24000549316406,195.44000244140625,215.0,213.57000732421875,195.77000427246094,214.1199951171875,212.69000244140625,194.9600067138672,214.5,213.02999877929688,195.22999572753906,1716100.0,72114600.0,980400.0,179.54884338378906,178.70950317382812,163.1100311279297,12.85,2.27,209.12160064697267,210.81210796398497,59.66680123007735,1.4321259128139627,191.7182000732422,193.22937669285153,59.437722198770935,1.3142014075101844,210.6104000854492,212.24968691270175,59.64488368712552,1.4471319350438694,1,5,0,1
2015-05-20,214.58999633789062,213.14999389648438,195.3699951171875,215.22999572753906,213.77999877929688,195.9499969482422,213.9499969482422,212.5,194.8000030517578,214.2899932861328,212.8800048828125,195.10000610351562,1738000.0,76857500.0,3401300.0,179.37306213378906,178.58364868164062,163.00143432617188,12.88,2.26,209.27960083007812,211.00905052768283,59.00075605581504,1.5064178421836019,191.86060028076173,193.40753187481954,58.814666838134876,1.3808344970094317,210.76779998779296,212.44400180540947,58.72868289628123,1.5194900816659593,2,5,0,1
2015-05-21,214.1699981689453,212.7100067138672,195.0500030517578,215.17999267578125,213.75,195.92999267578125,213.9499969482422,212.50999450683594,194.8300018310547,214.91000366210938,213.5,195.69000244140625,1341300.0,64764600.0,756200.0,179.89208984375,179.1037139892578,163.49435424804688,12.11,2.19,209.45960083007813,211.24628381076067,60.94157499894186,1.6154574534688297,192.02360046386718,193.62491002401828,60.822055371129686,1.4805685596880378,210.94640014648436,212.6788591250952,60.65047929323103,1.6260894094441574,3,5,0,1
2015-05-22,214.47000122070312,213.0399932861328,195.30999755859375,214.97999572753906,213.5399932861328,195.75,214.35000610351562,212.91000366210938,195.19000244140625,214.4600067138672,212.99000549316406,195.25999450683594,1840900.0,57433500.0,831600.0,179.51535034179688,178.67591857910156,163.1350860595703,12.13,2.21,209.57740081787108,211.41235254241815,58.488875412047754,1.670404588384625,192.12960021972657,193.7806323557152,58.580975715471396,1.533606050941608,211.06460021972657,212.84849222878776,58.52056157975458,1.6832842506136996,4,5,0,1
2015-05-26,213.83999633789062,212.39999389648438,194.72999572753906,213.94000244140625,212.91000366210938,194.77000427246094,211.6300048828125,210.1999969482422,192.6999969482422,212.1300048828125,210.6999969482422,193.16000366210938,3072600.0,124308600.0,1235300.0,177.56504821777344,176.75482177734375,161.380615234375,14.06,2.14,209.67480072021485,211.34450915249664,48.96024368029151,1.6711472317415061,192.2168002319336,193.72152486108607,49.071599484003066,1.5340851755078382,211.1618002319336,212.7800648625044,48.937546761726956,1.6843630045621192,1,5,0,1
2015-05-27,212.6999969482422,211.25,193.66000366210938,214.4199981689453,212.97999572753906,195.24000549316406,212.27999877929688,210.75999450683594,193.3000030517578,214.16000366210938,212.6999969482422,194.94000244140625,2496300.0,93214000.0,1420100.0,179.26426696777344,178.4326171875,162.86773681640625,13.27,2.14,209.7572006225586,211.47360322828195,55.74178946059277,1.709147743815457,192.28800018310548,193.83757034492606,55.64414194945408,1.5679723701121229,211.2422003173828,212.9114876053239,55.73814995317684,1.7241113962116308,2,5,0,1
2015-05-28,213.77000427246094,212.3300018310547,194.66000366210938,214.02999877929688,212.58999633789062,194.8699951171875,213.0500030517578,211.6300048828125,194.0,213.8800048828125,212.4600067138672,194.75999450683594,2973800.0,74974600.0,1114500.0,179.0299072265625,178.2313232421875,162.71739196777344,13.31,2.13,209.8472006225586,211.5675464173853,54.80086283146894,1.7285209953899472,192.3686001586914,193.92542026510796,54.87290479653592,1.5869559880195652,211.33120056152345,213.00372734603712,54.656876324141074,1.7427475954959468,3,5,0,1
