,sector,pair,adf_stat,p_value
0,Financials,XLF & VFH,-3.6065712644684584,0.024046596966230186
1,Materials,XLB & IYM,-3.8593148249126417,0.011278087552495595
2,Materials,XLB & VAW,-3.5677329949493153,0.02684503562427939
