Date,Vol5,Vol20,Vol60,Mom10,Mom20,Mom60,VIX,VIXchg,Label
2010-03-31,0.003707322715642239,0.004769020109450313,0.008865189059389223,0.0032605254089492774,0.0461423979018325,0.03663456215503924,17.59000015258789,0.0022792545450869284,0
2010-04-01,0.004473113512109256,0.004875836835857177,0.008897729414988289,0.010638204131815376,0.050116319222998085,0.04096730702016016,17.469999313354492,-0.05054349589438012,0
2010-04-05,0.004905799569738705,0.004243566351598231,0.008949428847013016,0.024057737737021467,0.04375534029900807,0.04871207715044079,17.020000457763672,-0.04220596402248977,0
2010-04-06,0.004691788922846378,0.004218047621704188,0.008940698156648549,0.021014171384055924,0.04603316427879123,0.04676616228212316,16.229999542236328,-0.07731669121966867,0
2010-04-07,0.006112244152331901,0.00457999265128114,0.008973518702894399,0.008091388973460623,0.03833164435662706,0.03733412170659278,16.6200008392334,-0.02977223272148599,0
2010-04-08,0.005426258089718706,0.004556073260981431,0.008980396019721597,0.016518202098997792,0.03730590380293286,0.039475647370494915,16.479999542236328,-0.0631040705356819,1
2010-04-09,0.005379827663736689,0.0046509405888618734,0.008914236382270636,0.024860560258840758,0.039777085774754584,0.05615254333935016,16.139999389648438,-0.07613050806987554,0
2010-04-12,0.0045327524240330016,0.004631131407834158,0.008860294170734764,0.0271056502703535,0.04133967472283273,0.048970946675425564,15.579999923706055,-0.08460637457860709,0
2010-04-13,0.004527216431893882,0.004622491652125041,0.008856901686421809,0.021394787397491566,0.04185176816267977,0.04692860800705767,16.200000762939453,-0.001848353674860359,0
2010-04-14,0.004315130788412809,0.00490328190530483,0.008816682496568477,0.03228254223304683,0.04534866420453443,0.07082926837948578,15.59000015258789,-0.06197356405747434,0
2010-04-15,0.00465849921187751,0.004833094582564353,0.0086906353350654,0.03666691309508274,0.040046991905846374,0.05848665825586341,15.890000343322754,-0.035800923258612616,1
2010-04-16,0.00981574226116923,0.00626510046906602,0.008845824716391271,0.01324248968824282,0.02402157012857531,0.05234476615814487,18.360000610351562,0.13754654923512244,0
2010-04-19,0.009966834415816535,0.00610936037872395,0.008448660468833006,0.00884144188157543,0.033111884708600936,0.07702208998910431,17.34000015258789,0.11296535542364627,1
2010-04-20,0.01073081816539715,0.006273937479179056,0.007917495964746543,0.015456613260271368,0.036795592564395685,0.11141645719193094,15.729999542236328,-0.02901241966471635,1
2010-04-21,0.009322552273339424,0.006199148797229576,0.00791870014886438,0.01943255952921774,0.02768118490057936,0.10373420363553576,16.31999969482422,0.04682485792760893,1
2010-04-22,0.009467772139536382,0.0060293737400520285,0.007882671198431331,0.018944121758932342,0.03577524668973231,0.11168554060992619,16.469999313354492,0.03650087838264038,1
2010-04-23,0.0040505712009511405,0.006062794138402723,0.00789724559047338,0.01890441103204843,0.04423494554050933,0.11364492516670133,16.6200008392334,-0.09477122621320255,1
2010-04-26,0.005381516076439868,0.006180033291326085,0.007738498661552524,0.013445972321943778,0.040916084415600684,0.12231465884293513,17.469999313354492,0.007497068028987197,1
2010-04-27,0.011731714317173408,0.008338972703753533,0.008256101221899516,-0.011265772813007224,0.009887985770281604,0.1078122113678488,22.809999465942383,0.4500953674344159,1
2010-04-28,0.012860010300231659,0.008487796726399183,0.008092840004780244,-0.01493489104387613,0.016865514938300796,0.0991345667210779,21.079999923706055,0.2916666861453092,1
2010-04-29,0.014382700813427173,0.008798535318311382,0.00809938266472139,-0.003545343873034734,0.03299157240636319,0.09945358324703024,18.440000534057617,0.11961149379683178,1
2010-04-30,0.015440762472161982,0.009631546209294784,0.008406557800578363,-0.004607589712683047,0.00857388401630188,0.08621755640299367,22.049999237060547,0.32671468854616537,1
2010-05-03,0.017426386102574968,0.009890115405717607,0.0073977363593130075,0.004507330989375502,0.01338862417593445,0.13534022426724057,20.190000534057617,0.155695553955969,1
2010-05-04,0.017383447406975984,0.011260631017260122,0.008105627074963125,-0.027796212753100735,-0.012769234803454266,0.10635582081866723,23.84000015258789,0.045155664654153105,1
2010-05-05,0.016650881516623948,0.01126660590075495,0.00808362886887478,-0.03182532917560099,-0.013011217250124996,0.10776354968421242,24.90999984741211,0.18168880159240097,1
2010-05-06,0.017733569279825476,0.013361614587888777,0.009136510904235907,-0.06676582997727343,-0.04908652823076687,0.057685739304964345,32.79999923706055,0.7787417726198456,1
2010-05-07,0.01765130328479038,0.013461744786847796,0.009356358136931054,-0.08661036022351631,-0.06934326704076699,0.04399803810242431,40.95000076293945,0.8571429560012283,0
2010-05-10,0.030115460476640044,0.017148408410264233,0.010833958697733962,-0.04276879223495089,-0.029897887909641208,0.07868655082979359,28.84000015258789,0.42842988557325556,1
2010-05-11,0.028612004223367838,0.017143748704035403,0.010843823782238119,-0.022366815778771865,-0.03338060912666496,0.07651804229018255,28.31999969482422,0.18791944268297378,1
2010-05-12,0.029400835792682257,0.01725797705495575,0.010806608238088598,-0.01616708529817701,-0.0308605226846278,0.07466404831409612,25.520000457763672,0.024488182018794102,1
2010-05-13,0.02430855181844302,0.017420788542146327,0.010939393012208476,-0.04029469773852834,-0.04369718305182002,0.05629956178205453,26.68000030517578,-0.1865853376292098,1
